"code","run_count","mn_dstn","imd","d_income","d_employment","d_education","d_health","d_crime","d_housing","d_enviroment","total_pop","perc_non_working_age","pop_density","perc_bme"
"E01013631",57,1.141,42.418,0.208,0.17,55.803,1.116,1.672,10.996,27.748,1553,0.419832582099163,1785.06,0.182170542635659
"E01013632",91,0.383,69.112,0.376,0.286,85.003,1.888,1.04,27.884,24.178,1823,0.453099286889742,5208.57,0.152324959914484
"E01013633",71,1.309,52.894,0.264,0.231,64.368,1.417,1.649,13.28,27.394,1651,0.399757722592368,4586.11,0.188484848484848
"E01013634",22,1.457,43.736,0.287,0.2,45.099,1.42,0.683,12.457,17.906,1535,0.433876221498371,5482.14,0.177429876060013
"E01013635",94,1.923,29.161,0.141,0.109,18.827,0.682,1.064,13.423,50.699,1460,0.378082191780822,3945.95,0.428571428571429
"E01013636",175,2.008,12.91,0.069,0.057,10.4,-0.025,0.722,14.681,17.118,1338,0.411061285500747,2908.7,0.550735294117647
"E01013637",62,0.564,49.006,0.272,0.22,68.703,1.573,0.603,12.712,19.025,1997,0.459689534301452,5397.3,0.138211382113821
"E01013638",20,0.75,69.014,0.42,0.279,93.541,1.795,0.938,18.994,23.534,1715,0.481049562682216,3175.93,0.155002891844997
"E01013639",102,0.882,38.343,0.244,0.137,53.131,1.25,0.862,12.982,20.698,1493,0.386470194239786,5332.14,0.190573770491803
"E01013640",92,0.396,60.324,0.373,0.212,80.16,1.662,1.207,18.866,22.317,1976,0.439271255060729,6175,0.226666666666667
"E01013641",61,1.584,28.831,0.144,0.094,34.692,0.343,0.959,11.905,51.938,1577,0.292961318960051,8300,0.264760720944686
"E01013642",291,0.966,11.685,0.063,0.039,7.222,-0.085,0.486,10.744,33.936,2041,0.240078392944635,8873.91,0.222405271828666
"E01013643",272,1.055,9.691,0.056,0.031,7.245,-0.04,-0.068,9.715,34.295,1955,0.205626598465473,12218.75,0.263015184381779
"E01013646",100,0.467,36.118,0.169,0.121,11.395,1.892,0.632,21.408,51.43,2868,0.130404463040446,6102.13,0.511594202898551
"E01013647",41,0.843,31.105,0.16,0.112,38.223,1.646,0.264,19.55,12.244,2379,0.123581336696091,9912.5,0.485623003194888
"E01013648",160,1.155,18.493,0.091,0.033,19.676,1.101,0.11,13.58,35.009,3786,0.125726360274696,13055.17,0.489583333333333
"E01013649",457,0.678,18.238,0.075,0.064,3.816,0.493,0.999,13.161,38.782,1311,0.270022883295195,1074.59,0.322517845554835
"E01013650",562,0.807,7.099,0.027,0.021,3.015,-0.076,0.153,9.36,27.945,1912,0.151150627615063,17381.82,0.155420353982301
"E01013651",7,3.15,45.996,0.309,0.206,56.216,0.821,0.835,18.4,25.9,1811,0.415792379900607,7873.91,0.583916083916084
"E01013652",4,3.394,47.612,0.343,0.186,68.189,0.873,0.788,15.667,17.457,1873,0.415910304324613,9365,0.565047459519821
"E01013653",2,3.064,48.212,0.34,0.19,63.195,0.83,0.913,17.804,24.983,2020,0.392574257425743,5315.79,0.543970510795155
"E01013654",28,2.269,37.575,0.293,0.135,59.277,0.578,-0.093,18.948,29.367,2447,0.462198610543523,10195.83,0.799454297407913
"E01013655",0,2.606,32.631,0.198,0.112,62.184,0.5,0.362,18.826,30.656,2360,0.361440677966102,7375,0.729279058361942
"E01013656",53,2.241,28.199,0.175,0.07,70.365,-0.285,-0.054,15.931,42.537,2123,0.365991521431936,26537.5,0.917396061269147
"E01013657",39,1.907,36.249,0.281,0.143,48.487,0.685,0.202,16.287,28.688,1879,0.393294305481639,14453.85,0.899945024738868
"E01013658",0,2.412,30.36,0.168,0.076,75.616,0.131,-0.173,17.599,42.364,2181,0.370472260430995,16776.92,0.89572192513369
"E01013659",25,1.892,29.249,0.223,0.102,60.13,-0.054,-0.655,17.192,32.707,2115,0.387706855791962,21150,0.935258964143426
"E01013660",0,2.954,27.549,0.187,0.108,34.102,0.397,0.806,14.028,25.827,1883,0.387148167817313,6074.19,0.723263506063947
"E01013661",35,2.769,48.818,0.304,0.204,52.495,1.533,0.599,19.809,31.448,1921,0.426340447683498,8004.17,0.661421911421911
"E01013662",73,2.113,24.26,0.175,0.087,46.901,-0.004,-0.465,13.353,35.285,1795,0.379944289693593,6410.71,0.935267857142857
"E01013663",43,2.409,23.272,0.147,0.1,37.101,0.196,0.092,11.852,31.038,1801,0.397556912826208,7830.43,0.862625139043382
"E01013664",0,3.21,44.015,0.291,0.229,58.012,0.694,0.389,23.529,9.212,1873,0.394020288307528,7492,0.609596510359869
"E01013665",1,2.62,22.209,0.149,0.092,37.41,-0.112,0.136,14.142,30.633,1949,0.400205233453053,6287.1,0.807838867719107
"E01013666",62,4.394,12.383,0.088,0.081,13.469,-0.123,-0.334,14.087,9.974,1600,0.470625,4000,0.637909319899244
"E01013667",27,3.371,34.935,0.218,0.178,28.86,1.083,0.327,26.548,13.419,1632,0.414828431372549,4410.81,0.596938775510204
"E01013668",2,2.658,17.392,0.12,0.093,15.132,0.379,-0.411,14.51,20.99,1669,0.439784301977232,2255.41,0.7235926628716
"E01013669",5,4.086,11.61,0.087,0.079,13.386,-0.223,-0.388,11.993,9.178,1355,0.428044280442804,2945.65,0.755073477956613
"E01013670",39,3.302,14.266,0.096,0.09,13.47,-0.051,-0.001,8.832,16.774,1884,0.455944798301486,1375.18,0.515625
"E01013671",46,3.609,19.402,0.131,0.093,21.765,0.093,0.176,14.067,26.356,1873,0.435130806193273,5351.43,0.649667405764967
"E01013672",8,3.744,13.949,0.098,0.085,15.403,-0.256,0.231,14.107,7.963,1394,0.501434720229555,2362.71,0.599562363238512
"E01013673",17,3.735,48.053,0.273,0.188,69.567,1.702,0.779,11.521,18.464,1605,0.447352024922118,6420,0.102761721258831
"E01013674",2,4.193,58.904,0.313,0.266,78.571,1.595,1.086,15.05,20.504,1608,0.502487562189055,5187.1,0.0832819247378161
"E01013675",28,4.139,46.71,0.284,0.178,71.545,1.184,0.903,17.687,20.585,1592,0.439070351758794,6633.33,0.0758873929008568
"E01013676",78,4.595,44.825,0.25,0.171,67.843,1.321,1.183,16.586,12.837,2043,0.398923152227117,7857.69,0.122272957889396
"E01013677",8,4.997,51.943,0.283,0.206,67.673,1.49,1.334,22.445,17.909,1491,0.429242119382964,4970,0.0827900912646675
"E01013678",21,3.412,37.311,0.214,0.162,46.959,1.098,1.147,10.163,17.086,1694,0.439197166469894,2352.78,0.152676399026764
"E01013679",6,3.233,55.718,0.336,0.223,73.63,1.636,0.757,17.214,23.302,1536,0.418619791666667,6678.26,0.224502886465683
"E01013680",63,3.085,15.404,0.094,0.056,19.021,-0.317,0.215,7.906,40.704,2190,0.362557077625571,5341.46,0.294061302681992
"E01013681",16,2.635,32.211,0.214,0.119,34.133,0.551,0.685,12.258,45.804,1971,0.308472856418062,8569.57,0.239933811362383
"E01013682",9,2.259,32.427,0.189,0.112,43.232,0.668,1.098,11.109,35.122,1866,0.368167202572347,13328.57,0.153329602686066
"E01013683",224,2.446,32.511,0.201,0.103,33.784,0.689,1.113,15.664,40.467,2039,0.316331535066209,13593.33,0.254172627563185
"E01013684",60,2.195,43.269,0.269,0.122,43.275,1.082,1.7,19.06,41.356,2024,0.300395256916996,7496.3,0.279449260581336
"E01013685",8,3.135,12.497,0.06,0.058,21.973,0.098,-0.48,15.417,23.215,1386,0.414862914862915,5544,0.211382113821138
"E01013686",63,3.364,13.342,0.092,0.067,14.66,-0.166,0.081,13.038,21.638,1687,0.446947243627742,5112.12,0.291351351351351
"E01013687",81,1.797,36.008,0.178,0.132,26.326,1.271,0.889,14.241,53.504,1464,0.243852459016393,2870.59,0.188811188811189
"E01013688",70,1.588,44.184,0.265,0.157,43.241,1.37,1.098,12.802,45.06,1600,0.311875,3018.87,0.169655172413793
"E01013689",56,1.186,21.648,0.09,0.054,35.052,0.462,0.181,18.265,47.858,1755,0.160683760683761,5161.76,0.431682090364725
"E01013690",77,1.742,31.274,0.168,0.097,40.444,0.572,1.409,18.665,31.066,1763,0.313669880884855,2754.69,0.185064935064935
"E01013691",48,2.519,71.829,0.413,0.303,91.615,1.812,1.572,19.787,11.797,1680,0.441666666666667,6720,0.211573236889693
"E01013692",0,2.766,67.708,0.425,0.3,89.661,1.484,0.728,26.931,10.396,1395,0.425806451612903,5580,0.227883934890304
"E01013693",38,2.954,72.55,0.426,0.311,92.112,2.16,1.258,14.234,13.61,1454,0.415405777166437,8077.78,0.213947190250508
"E01013694",18,5.005,37.238,0.281,0.168,45.801,0.668,0.617,11.931,20.026,1813,0.420849420849421,5493.94,0.324833029751063
"E01013695",8,5.62,40.424,0.25,0.174,61.295,1.128,0.385,18.264,17.359,1668,0.488009592326139,2978.57,0.203934426229508
"E01013696",18,5.002,22.669,0.167,0.106,20.877,0.549,0.5,15.87,8.577,2434,0.407559572719803,4680.77,0.647010647010647
"E01013697",30,3.718,24.861,0.175,0.133,11.677,0.601,0.537,17.947,17.416,3107,0.406823302220792,1716.57,0.658961727927245
"E01013698",14,5.205,28.924,0.195,0.126,46.003,0.404,0.432,10.979,23.48,1603,0.432938240798503,4714.71,0.260897852960312
"E01013699",12,3.67,18.769,0.125,0.085,15.771,-0.008,0.3,12.544,34.467,1823,0.420186505759737,4051.11,0.51316559391457
"E01013700",7,4.597,20.262,0.127,0.09,24.769,0.559,0.192,10.035,20.797,1582,0.475347661188369,5455.17,0.293342122610415
"E01013702",341,1.424,9.172,0.061,0.049,2.441,-0.264,0.334,7.169,23.593,1564,0.382992327365729,4887.5,0.340750158931977
"E01013703",267,2.092,5.97,0.038,0.029,1.216,-0.34,0.169,9.572,19.23,1280,0.47734375,3282.05,0.262790697674419
"E01013704",270,2.168,7.838,0.045,0.03,0.605,0.082,0.165,8.848,24.324,1436,0.455431754874652,4487.5,0.241643454038997
"E01013705",87,2.086,24.045,0.16,0.138,8.063,0.581,0.65,20.871,9.568,1493,0.417950435365037,2927.45,0.399620012666244
"E01013706",341,2.546,4.939,0.034,0.026,0.946,-0.759,-0.162,18.843,15.117,1641,0.443631931748934,2564.06,0.265356265356265
"E01013707",274,2.384,7.559,0.054,0.046,1.856,-0.218,-0.134,6.925,22.556,1548,0.439922480620155,3685.71,0.287859824780976
"E01013709",21,2.62,13.674,0.097,0.058,21.584,-0.047,-0.035,14.008,17.462,1609,0.418272218769422,6436,0.6751269035533
"E01013710",148,1.344,16.799,0.092,0.079,6.553,0.47,-0.06,17.503,33.599,1474,0.370420624151967,6700,0.340667139815472
"E01013711",134,1.441,26.556,0.144,0.139,4.463,1.341,-0.006,17.19,30.5,1600,0.445,4848.48,0.281230769230769
"E01013712",257,1.867,11.597,0.063,0.05,1.56,0.309,0.458,19.032,15.345,1525,0.424262295081967,4485.29,0.333333333333333
"E01013713",0,3.092,23.024,0.182,0.091,42.137,-0.107,-0.422,15.72,26.688,1681,0.348007138607972,15281.82,0.949449125081011
"E01013714",4,3,22.001,0.181,0.097,36.265,0.096,-0.244,11.672,17.662,1656,0.379227053140097,11040,0.932714617169374
"E01013715",0,3.093,25.01,0.197,0.088,49.194,0.055,-0.492,15.321,28.131,1340,0.420149253731343,14888.89,0.939117199391172
"E01013716",47,2.786,35.772,0.294,0.148,43.737,0.585,-0.344,20.293,28.89,2392,0.377926421404682,9200,0.942604856512141
"E01013717",0,2.876,23.057,0.177,0.099,31.069,0,-0.442,18.181,31.814,1579,0.373020899303357,6579.17,0.810070108349267
"E01013718",6,2.75,25.561,0.207,0.097,41.632,0.115,-0.601,14.785,32.768,1662,0.385078219013237,16620,0.876496534341525
"E01013719",2,2.759,26.729,0.229,0.09,46.153,0.042,-0.875,18.91,31.512,1588,0.374685138539043,22685.71,0.948783610755442
"E01013720",14,2.532,43.683,0.376,0.161,48.789,0.845,0.201,19.927,21.961,1383,0.4765003615329,2711.76,0.851411589895988
"E01013721",2,2.577,37.526,0.214,0.147,37.663,0.74,1.878,17.925,22.398,1628,0.487100737100737,3256,0.251564455569462
"E01013722",14,2.616,48.968,0.315,0.228,62.469,1.234,0.715,13.57,14.49,1756,0.492596810933941,5664.52,0.186537364517969
"E01013723",3,2.434,44.581,0.288,0.181,63.424,0.929,1.122,11.667,20.737,1363,0.429200293470286,6815,0.175108538350217
"E01013725",55,2.336,68.881,0.4,0.276,74.121,1.791,1.989,17.541,19.313,1397,0.455261274158912,4506.45,0.177857142857143
"E01013726",35,2.002,71.184,0.438,0.308,66.719,1.877,1.516,22.832,21.928,1846,0.468039003250271,2930.16,0.162130862767805
"E01013727",114,1.654,52.184,0.303,0.224,61.084,1.511,1.351,13.244,17.793,1438,0.452712100139082,5752,0.139503688799463
"E01013728",1,2.019,53.572,0.347,0.229,60.486,1.072,1.399,18.168,17.629,1687,0.449318316538234,8435,0.170173267326733
"E01013729",87,0.922,24.373,0.145,0.102,35.182,0.834,0.27,14.287,13.526,1295,0.437065637065637,1407.61,0.0933641975308642
"E01013730",2,1.636,68.224,0.38,0.282,82.978,1.621,1.835,17.896,18.266,1629,0.402087170042971,6787.5,0.172172808132147
"E01013731",66,1.518,31.452,0.21,0.139,42.136,0.67,0.398,25.614,9.401,1609,0.384089496581728,1641.84,0.256948733786288
"E01013732",2,3.843,27.795,0.188,0.115,35.735,0.438,0.464,12.3,31.455,2075,0.407228915662651,6693.55,0.542477456098719
"E01013733",49,5.321,20.228,0.111,0.073,29.218,0.707,-0.778,27.133,17.383,1914,0.382967607105538,1211.39,0.419692307692308
"E01013734",64,4.816,23.252,0.169,0.103,19.741,0.239,0.432,16.96,28.535,1430,0.44965034965035,1108.53,0.814690026954178
"E01013735",0,5.24,16.995,0.121,0.093,18.161,0.233,-0.101,13.33,13.854,1282,0.460998439937597,7122.22,0.902861445783133
"E01013736",33,5.457,19.416,0.112,0.076,27.211,0.08,-0.197,20.73,34.074,1935,0.404134366925065,4397.73,0.349531615925059
"E01013737",100,5.133,18.489,0.14,0.09,21.626,0.266,-0.383,19.519,12.107,1338,0.422272047832586,6690,0.885873347251218
"E01013738",34,4.182,16.5,0.106,0.083,19.18,-0.182,0.287,15.346,22.341,1533,0.442270058708415,3005.88,0.871447028423773
"E01013739",9,4.568,33,0.22,0.165,30.034,0.966,0.375,18.234,19.417,1489,0.478844862323707,5514.81,0.806766428106701
"E01013740",8,4.38,21.546,0.156,0.112,22.084,0.269,0.218,14.696,16.867,1470,0.441496598639456,4200,0.865168539325843
"E01013741",19,3.973,21.366,0.153,0.095,32.33,-0.103,0.273,11.45,25.587,1662,0.39410348977136,5036.36,0.816119402985075
"E01013742",14,1.528,32.863,0.276,0.129,54.085,0.129,-0.606,16.276,30.706,1743,0.368904188181297,24900,0.972008781558727
"E01013743",0,1.72,29.598,0.232,0.106,60.379,0.234,-0.561,16.429,22.594,1710,0.349122807017544,28500,0.956231003039514
"E01013744",11,1.448,28.085,0.224,0.116,52.899,0.124,-0.576,13.776,23.266,1880,0.381382978723404,31333.33,0.988905698436712
"E01013745",47,1.519,27.652,0.241,0.099,42.119,-0.211,0.377,14.068,29.27,1624,0.385467980295567,7060.87,0.9625
"E01013746",1,1.29,43.532,0.349,0.167,52.757,0.324,0.768,20.102,29.372,1765,0.397733711048159,4412.5,0.949919224555735
"E01013747",5,1.786,22.432,0.181,0.079,43.244,0.133,-0.302,13.733,21.665,1955,0.38618925831202,5144.74,0.93753280839895
"E01013748",0,1.01,48.735,0.382,0.206,52.623,0.885,0.309,21.97,23.49,1945,0.386118251928021,19450,0.933068914229053
"E01013749",3,2.212,22.465,0.181,0.085,33.737,0.211,-0.473,15.666,27.908,1653,0.398669086509377,6612,0.86200495049505
"E01013750",4,1.622,27.125,0.215,0.115,35.306,0.192,-0.396,12.98,36.674,1430,0.418181818181818,14300,0.962549277266754
"E01013751",77,1.188,26.876,0.213,0.097,54.735,0.046,-0.487,14.849,25.791,2006,0.397806580259222,22288.89,0.948012232415902
"E01013752",0,1.3,34.3,0.296,0.127,51.816,0.478,-0.468,13.814,28.479,1535,0.440390879478827,19187.5,0.955414012738854
"E01013753",5,1.023,34.537,0.256,0.142,55.631,0.296,-0.246,17.6,33.632,1695,0.40117994100295,24214.29,0.926033779848573
"E01013754",0,2.02,45.604,0.357,0.169,53.356,0.729,0.429,23.646,31.514,2200,0.468636363636364,11000,0.838756677999029
"E01013755",2,1.825,44.532,0.338,0.185,56.644,0.796,0.102,21.816,25.697,2336,0.48458904109589,17969.23,0.871389891696751
"E01013756",139,0.981,19.463,0.146,0.086,25.029,-0.096,0.249,12.093,25.037,1967,0.390442297915607,7565.38,0.699741602067183
"E01013757",63,2.064,17.243,0.149,0.084,19.153,-0.105,-0.442,19.427,15.573,1616,0.435024752475248,6215.38,0.844350961538462
"E01013758",19,1.287,21.95,0.166,0.079,35.077,0.161,0.005,10.594,30.232,1582,0.426675094816688,10546.67,0.903717245581962
